chr	start	end	mu_background	filter
chr14	48600000	48650000	1.04737889256402	PASS
chr14	48650000	48700000	NA	very_poor_mapping_qual
chr14	48700000	48750000	1.05265104386057	poor_mapping_qual
chr14	48750000	48800000	NA	very_poor_mapping_qual
chr14	48800000	48850000	1.05738327424902	PASS
chr14	48850000	48900000	1.05949575053362	PASS
chr14	48900000	48950000	1.06141184430827	poor_mapping_qual
chr14	48950000	49000000	1.06311108814534	PASS
chr14	4900000	4950000	NA	very_poor_mapping_qual
chr14	49000000	49050000	1.06457301461718	PASS
chr14	49050000	49100000	1.06577715629617	PASS
chr14	49100000	49150000	1.06670304575466	PASS
chr14	49150000	49200000	1.067330215565	PASS
chr14	49200000	49250000	1.06763819829957	PASS
chr14	49250000	49300000	1.06760652653072	PASS
chr14	49300000	49350000	1.06721473283081	PASS
chr14	49350000	49400000	1.06644255397427	PASS
chr14	49400000	49450000	1.06528552592493	poor_mapping_qual
chr14	49450000	49500000	1.0637659653693	PASS
chr14	4950000	5000000	NA	very_poor_mapping_qual
chr14	49500000	49550000	1.06190878311643	PASS
chr14	49550000	49600000	NA	very_poor_mapping_qual
chr14	49600000	49650000	1.05728119675516	PASS
chr14	49650000	49700000	1.05456061426484	PASS
chr14	49700000	49750000	1.05160205331346	PASS
chr14	49750000	49800000	1.04843042471007	PASS
chr14	49800000	49850000	1.04507063926371	PASS
chr14	49850000	49900000	1.04154760778343	PASS
chr14	49900000	49950000	1.03788624107826	PASS
chr14	49950000	50000000	1.03411144995727	PASS
chr14	50000	100000	NA	very_poor_mapping_qual
chr14	500000	550000	NA	very_poor_mapping_qual
chr14	5000000	5050000	NA	very_poor_mapping_qual
chr14	50000000	50050000	NA	very_poor_mapping_qual
chr14	50050000	50100000	1.02632123770397	poor_mapping_qual
chr14	50100000	50150000	1.02235563818975	poor_mapping_qual
chr14	50150000	50200000	1.01837625749589	PASS
chr14	50200000	50250000	1.01440800643141	PASS
chr14	50250000	50300000	1.01047579580538	poor_mapping_qual
chr14	50300000	50350000	1.00660453642683	poor_mapping_qual
chr14	50350000	50400000	1.00281913910482	poor_mapping_qual
chr14	50400000	50450000	0.999144514648378	PASS
chr14	50450000	50500000	0.995603369371885	PASS
chr14	5050000	5100000	NA	very_poor_mapping_qual
chr14	50500000	50550000	NA	very_poor_mapping_qual
chr14	50550000	50600000	0.988951289273665	PASS
chr14	50600000	50650000	0.985847112368127	PASS
chr14	50650000	50700000	0.982895341425712	PASS
chr14	50700000	50750000	0.980099349346978	PASS
chr14	50750000	50800000	0.977462509032481	PASS
chr14	50800000	50850000	0.974988193382781	PASS
chr14	50850000	50900000	0.972679775298433	PASS
chr14	50900000	50950000	0.970540627679994	PASS
chr14	50950000	51000000	0.968574123428022	PASS
chr14	5100000	5150000	NA	very_poor_mapping_qual
chr14	51000000	51050000	0.966783635443074	PASS
chr14	51050000	51100000	0.965172536625707	PASS
chr14	51100000	51150000	0.963744199876479	PASS
chr14	51150000	51200000	0.962501998095946	PASS
chr14	51200000	51250000	0.961449304184667	PASS
chr14	51250000	51300000	0.960589491043196	PASS
chr14	51300000	51350000	0.959925931572094	PASS
chr14	51350000	51400000	0.959461998671915	PASS
chr14	51400000	51450000	0.959201065243218	PASS
chr14	51450000	51500000	0.959146504186559	PASS
chr14	5150000	5200000	NA	very_poor_mapping_qual
chr14	51500000	51550000	0.959301482962877	PASS
chr14	51550000	51600000	0.959661182567867	PASS
chr14	51600000	51650000	0.960210409296404	poor_mapping_qual
chr14	51650000	51700000	0.960933276084642	PASS
chr14	51700000	51750000	0.961813895868735	PASS
chr14	51750000	51800000	0.962836381584838	PASS
chr14	51800000	51850000	0.963984846169105	PASS
chr14	51850000	51900000	0.96524340255769	PASS
chr14	51900000	51950000	0.966596163686748	PASS
chr14	51950000	52000000	0.968027242492434	PASS
chr14	5200000	5250000	NA	very_poor_mapping_qual
chr14	52000000	52050000	0.969520751910902	PASS
chr14	52050000	52100000	0.971060804878306	PASS
chr14	52100000	52150000	0.972631514330801	PASS
chr14	52150000	52200000	0.97421699320454	PASS
chr14	52200000	52250000	0.97580135443568	PASS
chr14	52250000	52300000	NA	very_poor_mapping_qual
chr14	52300000	52350000	0.978903175714775	PASS
chr14	52350000	52400000	0.98038886163504	PASS
chr14	52400000	52450000	0.981809881657322	PASS
chr14	52450000	52500000	0.983150348717776	PASS
chr14	5250000	5300000	NA	very_poor_mapping_qual
chr14	52500000	52550000	0.984394375752557	PASS
chr14	52550000	52600000	0.985526075697817	PASS
chr14	52600000	52650000	0.986532232512306	PASS
chr14	52650000	52700000	0.987412045989926	PASS
chr14	52700000	52750000	NA	very_poor_mapping_qual
chr14	52750000	52800000	0.988803861893751	PASS
chr14	52800000	52850000	0.989321474383682	PASS
chr14	52850000	52900000	0.989723963274774	PASS
chr14	52900000	52950000	0.990014133598891	PASS
chr14	52950000	53000000	0.990194790387894	PASS
chr14	5300000	5350000	NA	very_poor_mapping_qual
chr14	53000000	53050000	0.990268738673646	PASS
chr14	53050000	53100000	0.99023878348801	PASS
chr14	53100000	53150000	0.990107729862848	PASS
chr14	53150000	53200000	0.989878382830022	PASS
chr14	53200000	53250000	0.989553547421395	PASS
chr14	53250000	53300000	0.98913602866883	poor_mapping_qual
chr14	53300000	53350000	0.988628631604188	PASS
chr14	53350000	53400000	0.988034161259332	PASS
chr14	53400000	53450000	0.987355422666125	PASS
chr14	53450000	53500000	0.986595220856428	PASS
chr14	5350000	5400000	NA	very_poor_mapping_qual
chr14	53500000	53550000	0.985756360862105	PASS
chr14	53550000	53600000	0.984841647715018	PASS
chr14	53600000	53650000	0.983853886447029	PASS
chr14	53650000	53700000	0.982796150822129	PASS
chr14	53700000	53750000	NA	very_poor_mapping_qual
chr14	53750000	53800000	0.980513955752285	PASS
chr14	53800000	53850000	0.979320635923233	PASS
chr14	53850000	53900000	0.978113440130107	PASS
chr14	53900000	53950000	0.976908072546916	PASS
chr14	53950000	54000000	0.975720237347672	PASS
chr14	5400000	5450000	NA	very_poor_mapping_qual
chr14	54000000	54050000	0.974565638706383	PASS
chr14	54050000	54100000	0.973459980797059	PASS
chr14	54100000	54150000	0.97241896779371	PASS
chr14	54150000	54200000	0.971458303870346	PASS
chr14	54200000	54250000	0.970593693200977	PASS
chr14	54250000	54300000	0.969840839959612	PASS
chr14	54300000	54350000	0.969215448320261	PASS
chr14	54350000	54400000	NA	very_poor_mapping_qual
chr14	54400000	54450000	0.968409866543641	PASS
chr14	54450000	54500000	0.968261084754391	PASS
chr14	5450000	5500000	NA	very_poor_mapping_qual
chr14	54500000	54550000	0.968302581263195	PASS
chr14	54550000	54600000	0.968550060244061	PASS
chr14	54600000	54650000	0.969019225871001	PASS
chr14	54650000	54700000	NA	very_poor_mapping_qual
chr14	54700000	54750000	NA	very_poor_mapping_qual
chr14	54750000	54800000	0.971906061314317	PASS
chr14	54800000	54850000	0.9733686186126	PASS
chr14	54850000	54900000	0.97504826189399	PASS
chr14	54900000	54950000	0.976920148243219	PASS
chr14	54950000	55000000	0.978959434745024	PASS
chr14	550000	600000	NA	very_poor_mapping_qual
chr14	5500000	5550000	NA	very_poor_mapping_qual
chr14	55000000	55050000	0.981141278484136	PASS
chr14	55050000	55100000	0.983440836545291	PASS
chr14	55100000	55150000	0.985833266013222	PASS
chr14	55150000	55200000	0.988293723972664	PASS
chr14	55200000	55250000	0.99079736750835	PASS
chr14	55250000	55300000	0.993319353705014	PASS
chr14	55300000	55350000	0.995834839647391	poor_mapping_qual
chr14	55350000	55400000	0.998318982420213	PASS
chr14	55400000	55450000	1.00074693910822	PASS
chr14	55450000	55500000	1.00309386679613	PASS
chr14	5550000	5600000	NA	very_poor_mapping_qual
chr14	55500000	55550000	1.0053349225687	PASS
chr14	55550000	55600000	1.00744526351065	PASS
chr14	55600000	55650000	1.00940004670671	PASS
chr14	55650000	55700000	1.01117442924163	PASS
chr14	55700000	55750000	1.01274356820013	PASS
chr14	55750000	55800000	1.01408262066694	poor_mapping_qual
chr14	55800000	55850000	1.01516833481162	PASS
chr14	55850000	55900000	1.01600126614673	PASS
chr14	55900000	55950000	1.01660029712467	poor_mapping_qual
chr14	55950000	56000000	1.01698478163037	PASS
chr14	5600000	5650000	NA	very_poor_mapping_qual
chr14	56000000	56050000	1.01717407354875	PASS
chr14	56050000	56100000	1.01718752676473	PASS
chr14	56100000	56150000	1.01704449516325	PASS
chr14	56150000	56200000	1.01676433262924	PASS
chr14	56200000	56250000	1.01636639304761	PASS
chr14	56250000	56300000	1.01587003030329	PASS
chr14	56300000	56350000	1.01529459828121	PASS
chr14	56350000	56400000	1.0146594508663	PASS
chr14	56400000	56450000	1.01398394194349	PASS
chr14	56450000	56500000	NA	very_poor_mapping_qual
chr14	5650000	5700000	NA	very_poor_mapping_qual
chr14	56500000	56550000	1.01258925511384	PASS
chr14	56550000	56600000	1.01190878497687	PASS
chr14	56600000	56650000	1.0112653688717	PASS
chr14	56650000	56700000	1.01067836068325	PASS
chr14	56700000	56750000	1.01016711429645	PASS
chr14	56750000	56800000	1.00975098359624	PASS
chr14	56800000	56850000	1.00944932246753	PASS
chr14	56850000	56900000	1.00928146667334	PASS
chr14	56900000	56950000	NA	very_poor_mapping_qual
chr14	56950000	57000000	1.00937133170706	PASS
chr14	5700000	5750000	NA	very_poor_mapping_qual
chr14	57000000	57050000	1.00960662436676	PASS
chr14	57050000	57100000	1.00995167333203	PASS
chr14	57100000	57150000	NA	very_poor_mapping_qual
chr14	57150000	57200000	1.01091958881035	PASS
chr14	57200000	57250000	1.01151672963892	PASS
chr14	57250000	57300000	1.01217217540412	PASS
chr14	57300000	57350000	1.01287306326371	PASS
chr14	57350000	57400000	1.01360653037546	PASS
chr14	57400000	57450000	1.01435971389712	PASS
chr14	57450000	57500000	1.01511975098646	PASS
chr14	5750000	5800000	NA	very_poor_mapping_qual
chr14	57500000	57550000	1.01587377880125	PASS
chr14	57550000	57600000	NA	very_poor_mapping_qual
chr14	57600000	57650000	1.01731235523821	PASS
chr14	57650000	57700000	1.0179711781759	PASS
chr14	57700000	57750000	1.0185725404701	PASS
chr14	57750000	57800000	1.01910357927855	PASS
chr14	57800000	57850000	NA	very_poor_mapping_qual
chr14	57850000	57900000	1.01990323506929	PASS
chr14	57900000	57950000	1.0201461263671	PASS
chr14	57950000	58000000	1.02026812638649	PASS
chr14	5800000	5850000	NA	very_poor_mapping_qual
chr14	58000000	58050000	NA	very_poor_mapping_qual
chr14	58050000	58100000	1.02014340364621	PASS
chr14	58100000	58150000	1.01990179793885	PASS
chr14	58150000	58200000	1.01954415374331	PASS
chr14	58200000	58250000	1.01907306436209	PASS
chr14	58250000	58300000	1.01849112309766	PASS
chr14	58300000	58350000	1.01780092325251	PASS
chr14	58350000	58400000	1.01700505812912	PASS
chr14	58400000	58450000	1.01610612102997	PASS
chr14	58450000	58500000	1.01510670525755	poor_mapping_qual
chr14	5850000	5900000	NA	very_poor_mapping_qual
chr14	58500000	58550000	NA	very_poor_mapping_qual
chr14	58550000	58600000	1.01281681090282	PASS
chr14	58600000	58650000	1.01153151892547	poor_mapping_qual
chr14	58650000	58700000	1.01015612148479	PASS
chr14	58700000	58750000	1.00869321188324	PASS
chr14	58750000	58800000	1.00714538342332	PASS
chr14	58800000	58850000	1.00551522940751	PASS
chr14	58850000	58900000	1.00380534313829	PASS
chr14	58900000	58950000	1.00201831791814	PASS
chr14	58950000	59000000	1.00015674704954	PASS
chr14	5900000	5950000	NA	very_poor_mapping_qual
chr14	59000000	59050000	0.998223251199136	PASS
chr14	59050000	59100000	0.996223762095252	PASS
chr14	59100000	59150000	0.994170642040623	PASS
chr14	59150000	59200000	0.992076992169934	PASS
chr14	59200000	59250000	0.989955913617868	PASS
chr14	59250000	59300000	0.987820507519109	PASS
chr14	59300000	59350000	0.98568387500834	PASS
chr14	59350000	59400000	0.983559117220245	PASS
chr14	59400000	59450000	0.981459335289508	poor_mapping_qual
chr14	59450000	59500000	0.979397630350813	PASS
chr14	5950000	6000000	NA	very_poor_mapping_qual
chr14	59500000	59550000	0.977387103538842	PASS
chr14	59550000	59600000	0.97544085598828	PASS
chr14	59600000	59650000	0.97357198883381	PASS
chr14	59650000	59700000	0.971793603210117	PASS
chr14	59700000	59750000	0.970118800251883	PASS
chr14	59750000	59800000	0.968560681093792	PASS
chr14	59800000	59850000	0.967132346870528	PASS
chr14	59850000	59900000	0.965846898716774	PASS
chr14	59900000	59950000	0.964717437767215	PASS
chr14	59950000	60000000	0.963757065156533	PASS
chr14	600000	650000	NA	very_poor_mapping_qual
chr14	6000000	6050000	NA	very_poor_mapping_qual
chr14	60000000	60050000	0.962978882019413	PASS
chr14	60050000	60100000	0.962395989490538	PASS
chr14	60100000	60150000	0.962019663401584	PASS
chr14	60150000	60200000	0.961847689454175	PASS
chr14	60200000	60250000	NA	very_poor_mapping_qual
chr14	60250000	60300000	0.962083727005278	PASS
chr14	60300000	60350000	0.96247516023389	PASS
chr14	60350000	60400000	0.96303781758461	PASS
chr14	60400000	60450000	NA	very_poor_mapping_qual
chr14	60450000	60500000	0.964643648112577	PASS
chr14	6050000	6100000	NA	very_poor_mapping_qual
chr14	60500000	60550000	0.965670243019925	PASS
chr14	60550000	60600000	0.966834905509582	PASS
chr14	60600000	60650000	0.9681293464466	PASS
chr14	60650000	60700000	0.96954527669603	PASS
chr14	60700000	60750000	0.97107440712292	PASS
chr14	60750000	60800000	0.972708448592324	PASS
chr14	60800000	60850000	0.974439111969289	PASS
chr14	60850000	60900000	0.976258108118868	poor_mapping_qual
chr14	60900000	60950000	0.978157147906111	PASS
chr14	60950000	61000000	0.980127942196068	PASS
chr14	6100000	6150000	NA	very_poor_mapping_qual
chr14	61000000	61050000	0.98216220185379	PASS
chr14	61050000	61100000	0.984251637744327	poor_mapping_qual
chr14	61100000	61150000	0.98638796073273	PASS
chr14	61150000	61200000	0.988562858392827	PASS
chr14	61200000	61250000	0.990766774900257	PASS
chr14	61250000	61300000	0.99298831089304	PASS
chr14	61300000	61350000	0.995215917823141	PASS
chr14	61350000	61400000	0.997438047142524	PASS
chr14	61400000	61450000	0.999643150303155	PASS
chr14	61450000	61500000	1.001819678757	PASS
chr14	6150000	6200000	NA	very_poor_mapping_qual
chr14	61500000	61550000	NA	very_poor_mapping_qual
chr14	61550000	61600000	1.00604081735219	PASS
chr14	61600000	61650000	1.00806233039746	PASS
chr14	61650000	61700000	1.01000907454381	PASS
chr14	61700000	61750000	1.0118695012432	PASS
chr14	61750000	61800000	1.01363206194759	PASS
chr14	61800000	61850000	1.01528520810896	PASS
chr14	61850000	61900000	1.01681739117925	PASS
chr14	61900000	61950000	1.01821706261045	PASS
chr14	61950000	62000000	1.01947267385451	PASS
chr14	6200000	6250000	NA	very_poor_mapping_qual
chr14	62000000	62050000	1.02057267636341	PASS
chr14	62050000	62100000	1.0215055215891	PASS
chr14	62100000	62150000	1.02225966098355	PASS
chr14	62150000	62200000	1.02282354599872	PASS
chr14	62200000	62250000	1.02318562808659	PASS
chr14	62250000	62300000	1.02333749086702	PASS
chr14	62300000	62350000	1.02328765916427	PASS
chr14	62350000	62400000	1.02305035929345	PASS
chr14	62400000	62450000	1.02263982186616	PASS
chr14	62450000	62500000	1.02207027749402	PASS
chr14	6250000	6300000	NA	very_poor_mapping_qual
chr14	62500000	62550000	1.02135595678864	PASS
chr14	62550000	62600000	1.02051109036164	PASS
chr14	62600000	62650000	1.01954990882463	PASS
chr14	62650000	62700000	1.01848664278923	PASS
chr14	62700000	62750000	1.01733552286705	PASS
chr14	62750000	62800000	NA	very_poor_mapping_qual
chr14	62800000	62850000	1.01482664380881	PASS
chr14	62850000	62900000	1.01349734589597	PASS
chr14	62900000	62950000	1.01213711654282	PASS
chr14	62950000	63000000	1.01076018636095	PASS
chr14	6300000	6350000	NA	very_poor_mapping_qual
chr14	63000000	63050000	NA	very_poor_mapping_qual
chr14	63050000	63100000	1.00801314595756	PASS
chr14	63100000	63150000	NA	very_poor_mapping_qual
chr14	63150000	63200000	1.0053700695787	PASS
chr14	63200000	63250000	1.00412309442751	PASS
chr14	63250000	63300000	1.0029448021173	PASS
chr14	63300000	63350000	1.00184909812105	PASS
chr14	63350000	63400000	1.00084031081738	PASS
chr14	63400000	63450000	0.999911856147519	PASS
chr14	63450000	63500000	0.999056556418256	PASS
chr14	6350000	6400000	NA	very_poor_mapping_qual
chr14	63500000	63550000	0.99826723393637	PASS
chr14	63550000	63600000	NA	very_poor_mapping_qual
chr14	63600000	63650000	NA	very_poor_mapping_qual
chr14	63650000	63700000	0.996223353042789	PASS
chr14	63700000	63750000	0.995626162618227	PASS
chr14	63750000	63800000	0.995059060974951	PASS
chr14	63800000	63850000	0.994514870419742	PASS
chr14	63850000	63900000	0.993986413259381	poor_mapping_qual
chr14	63900000	63950000	0.993466511800651	PASS
chr14	63950000	64000000	NA	very_poor_mapping_qual
chr14	6400000	6450000	NA	very_poor_mapping_qual
chr14	64000000	64050000	0.992423665215209	PASS
chr14	64050000	64100000	0.991886364702061	PASS
chr14	64100000	64150000	0.99132890911767	PASS
chr14	64150000	64200000	0.990744120768819	PASS
chr14	64200000	64250000	0.990124821962288	PASS
chr14	64250000	64300000	0.98946383500486	PASS
chr14	64300000	64350000	NA	very_poor_mapping_qual
chr14	64350000	64400000	0.987988085864438	PASS
chr14	64400000	64450000	0.987162391843347	PASS
chr14	64450000	64500000	0.986286840188524	PASS
chr14	6450000	6500000	NA	very_poor_mapping_qual
chr14	64500000	64550000	0.985374794496786	poor_mapping_qual
chr14	64550000	64600000	0.984439618364954	PASS
chr14	64600000	64650000	0.983494675389846	PASS
chr14	64650000	64700000	0.982553329168282	PASS
chr14	64700000	64750000	0.981628943297081	PASS
chr14	64750000	64800000	0.980734881373063	PASS
chr14	64800000	64850000	0.979884506993045	poor_mapping_qual
chr14	64850000	64900000	0.979091183753849	PASS
chr14	64900000	64950000	0.978368275252292	PASS
chr14	64950000	65000000	0.977729145085194	PASS
chr14	650000	700000	NA	very_poor_mapping_qual
chr14	6500000	6550000	NA	very_poor_mapping_qual
chr14	65000000	65050000	0.977187156849375	PASS
chr14	65050000	65100000	0.976755674141653	PASS
chr14	65100000	65150000	0.976448060558848	PASS
chr14	65150000	65200000	0.976277679697779	PASS
chr14	65200000	65250000	0.976257895155265	PASS
chr14	65250000	65300000	0.976402070528125	PASS
chr14	65300000	65350000	0.976723569413179	PASS
chr14	65350000	65400000	NA	very_poor_mapping_qual
chr14	65400000	65450000	0.977951992107144	poor_mapping_qual
chr14	65450000	65500000	0.978884497427904	PASS
chr14	6550000	6600000	NA	very_poor_mapping_qual
chr14	65500000	65550000	0.980024428881593	PASS
chr14	65550000	65600000	0.981344460715764	PASS
chr14	65600000	65650000	0.982816639678331	PASS
chr14	65650000	65700000	0.984413012517204	PASS
chr14	65700000	65750000	0.986105625980295	PASS
chr14	65750000	65800000	0.987866526815515	PASS
chr14	65800000	65850000	0.989667761770778	PASS
chr14	65850000	65900000	0.991481377593993	PASS
chr14	65900000	65950000	0.993279421033073	PASS
chr14	65950000	66000000	0.99503393883593	PASS
chr14	6600000	6650000	NA	very_poor_mapping_qual
chr14	66000000	66050000	0.996716977750476	PASS
chr14	66050000	66100000	0.998300584524621	PASS
chr14	66100000	66150000	0.999756805906278	PASS
chr14	66150000	66200000	1.00105768864336	poor_mapping_qual
chr14	66200000	66250000	1.00217527948377	PASS
chr14	66250000	66300000	1.00308162517544	PASS
chr14	66300000	66350000	1.00374877246626	poor_mapping_qual
chr14	66350000	66400000	1.00414876810415	PASS
chr14	66400000	66450000	1.00425365883702	PASS
chr14	66450000	66500000	1.00403549141279	PASS
chr14	6650000	6700000	NA	very_poor_mapping_qual
chr14	66500000	66550000	1.0034663221352	PASS
chr14	66550000	66600000	1.00253088790612	PASS
chr14	66600000	66650000	1.00125160429989	PASS
chr14	66650000	66700000	0.999657853097355	PASS
chr14	66700000	66750000	0.997779016079348	PASS
chr14	66750000	66800000	0.995644475026712	PASS
chr14	66800000	66850000	0.993283611720287	PASS
chr14	66850000	66900000	0.990725807940914	PASS
chr14	66900000	66950000	0.988000445469432	PASS
chr14	66950000	67000000	0.985136906086683	PASS
chr14	6700000	6750000	NA	very_poor_mapping_qual
chr14	67000000	67050000	NA	very_poor_mapping_qual
chr14	67050000	67100000	0.979112823710742	PASS
chr14	67100000	67150000	0.976011044279231	PASS
chr14	67150000	67200000	0.972888615059813	PASS
chr14	67200000	67250000	0.969774917833328	PASS
chr14	67250000	67300000	0.966699334380618	PASS
chr14	67300000	67350000	0.963691246482521	poor_mapping_qual
chr14	67350000	67400000	0.960780035919878	PASS
chr14	67400000	67450000	0.957995084473531	PASS
chr14	67450000	67500000	0.955365773924318	PASS
chr14	6750000	6800000	NA	very_poor_mapping_qual
chr14	67500000	67550000	0.95292148605308	PASS
chr14	67550000	67600000	0.950691602640658	PASS
chr14	67600000	67650000	0.948703666351231	PASS
chr14	67650000	67700000	0.94696249332271	poor_mapping_qual
chr14	67700000	67750000	0.945457571488559	PASS
chr14	67750000	67800000	0.944178101655701	PASS
chr14	67800000	67850000	0.943113284631056	PASS
chr14	67850000	67900000	0.942252321221546	PASS
chr14	67900000	67950000	0.941584412234092	PASS
chr14	67950000	68000000	0.941098758475617	PASS
chr14	6800000	6850000	NA	very_poor_mapping_qual
chr14	68000000	68050000	0.940784560753042	PASS
chr14	68050000	68100000	0.940631019873288	PASS
chr14	68100000	68150000	0.940627336643277	PASS
chr14	68150000	68200000	0.94076271186993	PASS
chr14	68200000	68250000	0.941026346360169	PASS
chr14	68250000	68300000	0.941407440920917	PASS
chr14	68300000	68350000	NA	very_poor_mapping_qual
chr14	68350000	68400000	0.942478813481619	PASS
chr14	68400000	68450000	0.943147493095419	PASS
chr14	68450000	68500000	0.943890436007411	PASS
chr14	6850000	6900000	NA	very_poor_mapping_qual
chr14	68500000	68550000	0.94469684302452	PASS
chr14	68550000	68600000	0.945555914953665	PASS
chr14	68600000	68650000	0.946456852601769	PASS
chr14	68650000	68700000	0.94738887457502	PASS
chr14	68700000	68750000	0.948344972924156	PASS
chr14	68750000	68800000	0.949326558753088	PASS
chr14	68800000	68850000	0.950336182318798	PASS
chr14	68850000	68900000	0.951376393878267	PASS
chr14	68900000	68950000	0.952449743688478	PASS
chr14	68950000	69000000	0.953558782006413	PASS
chr14	6900000	6950000	NA	very_poor_mapping_qual
chr14	69000000	69050000	0.954706059089054	PASS
chr14	69050000	69100000	0.955894125193383	PASS
chr14	69100000	69150000	0.957125530576381	PASS
chr14	69150000	69200000	0.958402825495031	PASS
chr14	69200000	69250000	0.959728560206315	PASS
chr14	69250000	69300000	0.961105284967215	PASS
chr14	69300000	69350000	0.962535550034712	PASS
chr14	69350000	69400000	0.96402190566579	PASS
chr14	69400000	69450000	0.965566902117429	PASS
chr14	69450000	69500000	0.967173089646612	PASS
chr14	6950000	7000000	NA	very_poor_mapping_qual
chr14	69500000	69550000	0.968843018510321	PASS
chr14	69550000	69600000	0.970579238965538	PASS
chr14	69600000	69650000	0.972384301269244	PASS
chr14	69650000	69700000	0.974260755678423	PASS
chr14	69700000	69750000	0.976211152450055	PASS
chr14	69750000	69800000	0.978236306448955	PASS
chr14	69800000	69850000	0.980321928200692	PASS
chr14	69850000	69900000	0.98244595110297	PASS
chr14	69900000	69950000	0.984586244279709	PASS
chr14	69950000	70000000	0.98672067685483	PASS
chr14	700000	750000	NA	very_poor_mapping_qual
chr14	7000000	7050000	NA	very_poor_mapping_qual
chr14	70000000	70050000	0.988827117952252	PASS
chr14	70050000	70100000	0.990883436695894	PASS
chr14	70100000	70150000	0.992867502209678	PASS
chr14	70150000	70200000	0.994757183617522	PASS
chr14	70200000	70250000	0.996530350043348	PASS
chr14	70250000	70300000	0.998164870611074	PASS
chr14	70300000	70350000	0.999638614444621	PASS
chr14	70350000	70400000	1.00092945066791	PASS
chr14	70400000	70450000	1.00201524840486	PASS
chr14	70450000	70500000	1.00287387677938	PASS
chr14	7050000	7100000	NA	very_poor_mapping_qual
chr14	70500000	70550000	1.00348320491541	PASS
chr14	70550000	70600000	1.00382110193686	PASS
chr14	70600000	70650000	1.00386543696765	PASS
chr14	70650000	70700000	1.0035940791317	PASS
chr14	70700000	70750000	1.00298489755293	PASS
chr14	70750000	70800000	1.00201576135526	PASS
chr14	70800000	70850000	1.00066489809281	PASS
chr14	70850000	70900000	0.998938267196751	poor_mapping_qual
chr14	70900000	70950000	NA	very_poor_mapping_qual
chr14	70950000	71000000	0.994574123445605	PASS
chr14	7100000	7150000	NA	very_poor_mapping_qual
chr14	71000000	71050000	NA	very_poor_mapping_qual
chr14	71050000	71100000	0.989378938940498	PASS
chr14	71100000	71150000	0.986613507101986	PASS
chr14	71150000	71200000	0.983812875911115	PASS
chr14	71200000	71250000	0.981034565646597	PASS
chr14	71250000	71300000	0.978336096587142	poor_mapping_qual
chr14	71300000	71350000	0.975774989011462	PASS
chr14	71350000	71400000	0.973408763198266	PASS
chr14	71400000	71450000	0.971294939426266	poor_mapping_qual
chr14	71450000	71500000	0.969491037974173	PASS
chr14	7150000	7200000	NA	very_poor_mapping_qual
chr14	71500000	71550000	0.968054579120696	PASS
chr14	71550000	71600000	0.967043083144547	PASS
chr14	71600000	71650000	0.966514070324437	PASS
chr14	71650000	71700000	0.966525060939077	PASS
chr14	71700000	71750000	0.967133575267176	PASS
chr14	71750000	71800000	0.968397133587447	PASS
chr14	71800000	71850000	0.970373256178599	poor_mapping_qual
chr14	71850000	71900000	0.973119463319343	PASS
chr14	71900000	71950000	0.976677228722895	PASS
chr14	71950000	72000000	0.980986772372167	PASS
chr14	7200000	7250000	NA	very_poor_mapping_qual
chr14	72000000	72050000	0.985948927819521	PASS
chr14	72050000	72100000	0.991464440431424	PASS
chr14	72100000	72150000	0.99743405557435	PASS
chr14	72150000	72200000	1.00375851861477	PASS
chr14	72200000	72250000	1.01033857491915	PASS
chr14	72250000	72300000	1.01707496985396	PASS
chr14	72300000	72350000	NA	very_poor_mapping_qual
chr14	72350000	72400000	1.03061975708077	PASS
chr14	72400000	72450000	1.0372296401057	PASS
chr14	72450000	72500000	1.04359884322695	PASS
chr14	7250000	7300000	NA	very_poor_mapping_qual
chr14	72500000	72550000	1.04962811181099	PASS
chr14	72550000	72600000	1.05521819122428	PASS
chr14	72600000	72650000	1.0602698268333	PASS
chr14	72650000	72700000	1.06468376400452	PASS
chr14	72700000	72750000	1.0683607481044	PASS
chr14	72750000	72800000	1.07120152449942	PASS
chr14	72800000	72850000	1.07310683855606	PASS
chr14	72850000	72900000	1.07397743564077	PASS
chr14	72900000	72950000	1.07371406112003	PASS
chr14	72950000	73000000	1.07221971940088	PASS
chr14	7300000	7350000	NA	very_poor_mapping_qual
chr14	73000000	73050000	1.06948523509267	PASS
chr14	73050000	73100000	1.06561551435368	PASS
chr14	73100000	73150000	1.06072308760414	PASS
chr14	73150000	73200000	1.05492048526428	PASS
chr14	73200000	73250000	1.04832023775433	PASS
chr14	73250000	73300000	1.04103487549452	PASS
chr14	73300000	73350000	1.03317692890508	PASS
chr14	73350000	73400000	1.02485892840623	poor_mapping_qual
chr14	73400000	73450000	1.01619340441821	PASS
chr14	73450000	73500000	1.00729288736124	poor_mapping_qual
chr14	7350000	7400000	NA	very_poor_mapping_qual
chr14	73500000	73550000	0.998269907655547	poor_mapping_qual
chr14	73550000	73600000	0.989236995721371	PASS
chr14	73600000	73650000	0.980306681978934	PASS
chr14	73650000	73700000	NA	very_poor_mapping_qual
chr14	73700000	73750000	0.963203970750194	poor_mapping_qual
chr14	73750000	73800000	0.955256634104349	PASS
chr14	73800000	73850000	0.947862017331159	poor_mapping_qual
chr14	73850000	73900000	0.941132650850853	poor_mapping_qual
